GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.composite,TestUnaryNot,0,65,0,0,0,18,0,6,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.composite,TestBinaryCompositeBinaryFunction,0,143,0,0,0,51,0,6,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.composite,TestConditionalProcedure,0,160,0,0,0,54,0,4,0,4
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.composite,TestConditionalProcedure.RunCounter,0,13,0,0,0,4,0,2,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.composite,TestDoWhileProcedure.new Predicate() {...},0,21,0,2,0,4,0,3,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.composite,TestConditionalFunction,0,82,0,0,0,34,0,4,0,4
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.composite,TestWhileDoProcedure.new Predicate() {...},0,21,0,2,0,4,0,3,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.composite,TestDoWhileProcedure.ListRemoveFirstProcedure,0,15,0,0,0,5,0,2,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.composite,TestCompositeUnaryPredicate,13,121,0,4,4,30,0,8,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.composite,TestConditionalUnaryFunction,0,75,0,0,0,30,0,4,0,4
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.composite,TestConditionalBinaryPredicate,0,70,0,0,0,34,0,4,0,4
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.composite,TestBinarySequence.RunCounter,0,13,0,0,0,4,0,2,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.composite,TestCompositeUnaryProcedure,93,7,2,0,26,2,5,2,4,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.composite,TestConditionalBinaryProcedure.RunCounter,0,13,0,0,0,4,0,2,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.composite,TestDoWhileProcedure,2,152,2,2,0,34,2,5,0,5
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.composite,TestSequence,0,262,0,6,0,45,0,10,0,7
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.composite,TestUnarySequence.RunCounter,0,13,0,0,0,4,0,2,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.composite,TestUnaryCompositeBinaryFunction,0,89,0,0,0,35,0,4,0,4
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.composite,TestTransposedProcedure.LeftNotNullCounter,0,15,0,2,0,5,0,3,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.composite,TestAbstractLoopProcedure,0,34,0,0,0,8,0,3,0,3
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.composite,TestUnaryCompositeBinaryPredicate,0,75,0,0,0,30,0,4,0,4
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.composite,TestNot,0,53,0,0,0,16,0,6,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.composite,TestConditionalUnaryProcedure,0,102,0,0,0,37,0,4,0,4
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.composite,TestAnd,12,379,6,18,0,57,6,12,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.composite,TestConditionalUnaryProcedure.RunCounter,0,13,0,0,0,4,0,2,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.composite,TestUnaryOr,18,453,9,25,0,63,9,14,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.composite,TestWhileDoProcedure.ListRemoveFirstProcedure,0,15,0,0,0,5,0,2,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.composite,TestBinarySequence,0,303,0,6,0,51,0,10,0,7
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.composite,TestBinaryOr,18,529,9,25,0,63,9,14,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.composite,TestOr,2,418,1,17,0,63,1,14,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.composite,TestCompositeUnaryFunction,0,140,0,6,0,23,0,8,0,5
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.composite,TestUnaryAnd,6,392,3,15,0,57,3,12,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.composite,TestTransposedProcedure,0,80,0,0,0,21,0,6,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.composite,TestConditionalUnaryPredicate,2,63,1,1,0,30,1,4,0,4
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.composite,TestSequence.RunCounter,0,13,0,0,0,4,0,2,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.composite,TestUnarySequence,0,295,0,6,0,51,0,10,0,7
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.composite,TestWhileDoProcedure,2,152,2,2,0,34,2,5,0,5
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.composite,TestComposite,0,41,0,0,0,11,0,4,0,4
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.composite,TestTransposedPredicate,0,67,0,0,0,18,0,6,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.comparator,TestIsGreaterThan,2,119,1,1,0,19,1,5,0,5
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.comparator,TestIsLessThan,0,117,0,0,0,19,0,5,0,5
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.comparator,BaseComparisonPredicateTest,68,19,0,0,12,11,0,3,0,3
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.comparator,TestIsEquivalent,10,104,5,5,0,18,5,5,0,5
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.comparator,TestMin,0,113,0,0,0,21,0,4,0,4
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.comparator,TestIsGreaterThanOrEqual,2,119,1,1,0,19,1,5,0,5
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.comparator,TestComparatorFunction,25,401,25,25,0,34,25,4,0,4
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.comparator,TestComparableComparator,31,105,6,6,4,15,6,5,0,5
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.comparator,TestIsLessThanOrEqual,0,117,0,0,0,19,0,5,0,5
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.comparator,TestIsNotEquivalent,4,114,2,2,0,18,2,5,0,5
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.comparator,TestMax,0,113,0,0,0,21,0,4,0,4
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.core.comparator,TestIsWithinRange,53,228,6,6,8,33,6,6,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.lines,TestLines,0,190,0,0,0,41,0,11,0,11
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.lines,Contains,0,22,1,3,0,5,1,3,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.lines,Lines,33,45,1,3,9,15,2,5,1,4
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.lines,StartsWith,0,21,1,3,0,5,1,3,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.lines,TestAll,4,9,0,0,2,3,1,1,1,1
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.lines,Sum,0,17,0,0,0,4,0,4,0,4
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.lines,WordCount,0,17,0,0,0,4,0,4,0,4
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.lines,Lines.TunneledException,17,0,0,0,6,0,2,0,2,0
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.lines,Count,0,16,0,0,0,5,0,3,0,3
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example,QuicksortExample,235,305,15,17,45,79,13,17,4,10
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example,QuicksortExample.new QuicksortExample.ListFunction() {...},0,19,0,2,0,5,0,3,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example,FlexiMapExample.new BinaryFunction() {...},0,24,0,2,0,9,0,3,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example,QuicksortExample.new QuicksortExample.ListFunction() {...},0,11,0,0,0,3,0,2,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example,FlexiMapExample.new FlexiMapExample.UniversalFunctor() {...},0,12,0,0,0,3,0,2,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example,QuicksortExample.new QuicksortExample.ObjectListFunction() {...},0,18,0,0,0,5,0,2,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example,FlexiMapExample.UniversalFunctor,18,6,0,0,10,1,5,1,5,1
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example,FlexiMapExample.new FlexiMapExample.UniversalFunctor() {...},0,12,0,0,0,3,0,2,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example,FlexiMapExample.new BinaryFunction() {...},0,14,0,2,0,5,0,3,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example,FlexiMapExample,16,400,0,0,4,104,0,17,0,17
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example,FlexiMapExample.new BinaryFunction() {...},0,28,0,2,0,10,0,3,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example,QuicksortExample.new QuicksortExample.ObjectListFunction() {...},0,18,0,0,0,5,0,2,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example,QuicksortExample.new QuicksortExample.ListFunction() {...},0,67,0,0,0,15,0,2,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example,FlexiMapExample.FlexiMap,50,61,0,4,10,12,10,5,10,3
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example,QuicksortExample.ListFunction,20,14,3,1,5,3,2,2,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example,QuicksortExample.ObjectListFunction,27,17,6,2,7,3,4,2,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.adapter,TestBinaryProcedureBinaryFunction.new BinaryProcedure() {...},1,6,0,0,1,2,1,1,1,1
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.adapter,TestIgnoreLeftProcedure,0,47,0,0,0,15,0,6,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.adapter,TestRightBoundPredicate,0,88,0,0,0,20,0,6,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.adapter,TestBinaryFunctionBinaryProcedure,0,81,0,0,0,20,0,6,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.adapter,TestIgnoreLeftPredicate,2,70,1,1,0,20,1,6,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.adapter,TestRightBoundFunction,0,66,0,0,0,17,0,6,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.adapter,TestUnaryProcedureUnaryFunction,0,60,0,0,0,16,0,6,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.adapter,TestProcedureFunction,0,59,0,0,0,16,0,6,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.adapter,TestLeftBoundPredicate,0,88,0,0,0,20,0,6,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.adapter,TestBinaryPredicateBinaryFunction,0,67,0,0,0,18,0,7,0,7
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.adapter,TestIgnoreRightFunction,0,80,0,0,0,19,0,6,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.adapter,TestIgnoreLeftFunction,0,80,0,0,0,19,0,6,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.adapter,TestBinaryFunctionUnaryFunction,0,70,0,0,0,18,0,7,0,7
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.adapter,TestRightBoundProcedure,0,83,0,0,0,20,0,6,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.adapter,TestIgnoreRightProcedure,0,47,0,0,0,15,0,6,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.adapter,TestLeftBoundProcedure,0,89,0,0,0,21,0,6,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.adapter,TestFunctionProcedure,0,75,0,0,0,20,0,6,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.adapter,TestUnaryFunctionUnaryProcedure,0,77,0,0,0,20,0,6,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.adapter,TestPredicateUnaryPredicate,0,53,0,0,0,16,0,6,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.adapter,TestBinaryPredicateUnaryPredicate,0,60,0,0,0,18,0,7,0,7
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.adapter,TestPredicateFunction,0,63,0,0,0,18,0,7,0,7
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.adapter,TestBinaryProcedureBinaryFunction,0,63,0,0,0,17,0,6,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.adapter,TestLeftBoundFunction,0,70,0,0,0,17,0,6,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.adapter,TestUnaryFunctionUnaryPredicate,2,62,1,1,0,18,1,7,0,7
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.adapter,TestProcedureFunction.new Procedure() {...},1,6,0,0,0,2,1,1,1,1
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.adapter,TestBoundFunction,0,77,0,0,0,18,0,6,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.adapter,TestFullyBoundPredicate,0,90,0,0,0,20,0,6,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.adapter,TestIgnoreRightPredicate,2,70,1,1,0,20,1,6,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.adapter,TestUnaryPredicateUnaryFunction,0,63,0,0,0,18,0,7,0,7
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.adapter,TestProcedureUnaryProcedure,0,47,0,0,0,14,0,6,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.adapter,TestBoundProcedure,0,83,0,0,0,18,0,6,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.adapter,TestBinaryFunctionBinaryPredicate,0,62,0,0,0,18,0,7,0,7
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.adapter,TestFullyBoundFunction,0,78,0,0,0,17,0,6,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.adapter,TestUnaryProcedureUnaryFunction.new UnaryProcedure() {...},1,6,0,0,1,2,1,1,1,1
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.adapter,TestBoundPredicate,0,95,0,0,0,20,0,6,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.adapter,TestFunctionUnaryFunction,0,67,0,0,0,17,0,6,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.adapter,TestBinaryProcedureUnaryProcedure,0,50,0,0,0,15,0,6,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.adapter,TestFullyBoundProcedure,0,95,0,0,0,20,0,6,0,6
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.adapter,TestFunctionPredicate,2,60,1,1,0,18,1,7,0,7
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.kata.one,Divide,2,22,0,0,1,4,1,4,1,4
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.kata.one,SupermarketPricingExample,0,739,0,0,0,133,0,8,0,8
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.kata.one,Money,17,22,2,2,3,7,4,3,2,3
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.kata.one,Product,21,27,0,0,9,8,6,3,6,3
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.kata.one,Add,5,19,0,0,1,4,1,4,1,4
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.kata.one,ToMoney,2,18,0,0,1,4,1,4,1,4
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.kata.one,Subtract,5,19,0,0,1,4,1,4,1,4
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.kata.one,Multiply,2,22,0,0,1,4,1,4,1,4
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.kata.one,ArithmeticOperation,0,3,0,0,0,1,0,1,0,1
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.kata.one,SupermarketPricingExample.BuyNGetMFree,0,57,0,2,0,13,0,3,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.kata.one,Mod,0,24,0,0,0,5,0,5,0,5
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.kata.two,TestBinaryChop.new BaseBinaryChop() {...},0,47,0,8,0,11,0,6,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.kata.two,TestBinaryChop.new BaseBinaryChop() {...},0,19,0,0,0,4,0,2,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.kata.two,BaseBinaryChop,0,69,0,6,0,10,0,10,0,7
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.kata.two,TestBinaryChop.BinarySearchLoop,0,66,0,4,0,10,0,4,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.kata.two,TestBinaryChop.new BaseBinaryChop() {...},0,19,0,0,0,4,0,2,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.kata.two,TestBinaryChop.new BaseBinaryChop() {...},0,24,0,0,0,5,0,2,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.kata.two,EiffelStyleLoop.new Predicate() {...},1,35,1,3,0,9,1,3,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.kata.two,TestBinaryChop.new BaseBinaryChop() {...},0,19,0,0,0,5,0,2,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.kata.two,TestBinaryChop.new BaseBinaryChop() {...},0,58,0,8,0,9,0,7,0,3
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.kata.two,TestBinaryChop,0,496,0,0,0,42,0,10,0,10
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.kata.two,EiffelStyleLoop,5,81,1,3,1,26,1,10,0,9
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.kata.two,TestBinaryChop.new BaseBinaryChop() {...},0,16,0,2,0,4,0,3,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.kata.two,TestBinaryChop.new BaseBinaryChop() {...},0,61,0,8,0,11,0,7,0,3
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.kata.four,DataMunger,3,63,0,0,1,21,1,4,1,4
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.kata.four,IsInteger,0,19,0,0,0,7,0,4,0,4
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.kata.four,TestSoccer,0,14,0,0,0,5,0,2,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.kata.four,NthColumn,0,38,1,5,0,8,1,5,0,3
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.kata.four,TestWeather,0,20,0,0,0,7,0,3,0,3
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.kata.four,ToInteger,0,45,0,4,0,10,0,6,0,4
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.example.kata.four,Abs,0,17,0,0,0,4,0,4,0,4
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.generator,TestBaseGenerator.new UnaryProcedure() {...},0,31,0,2,0,7,0,3,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.generator,TestBaseGenerator.new UnaryProcedure() {...},0,15,0,0,0,4,0,2,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.generator,TestIteratorToGeneratorAdapter,6,99,0,0,2,29,0,9,0,9
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.generator,TestBaseGenerator.Summer,15,0,0,0,4,0,2,0,2,0
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.generator,TestBaseGenerator.new BaseGenerator() {...},0,23,0,0,0,6,0,2,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.generator,TestBaseGenerator.new BaseGenerator() {...},0,24,0,4,0,7,0,4,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.generator,TestBaseGenerator,0,260,0,4,0,58,0,9,0,7
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.generator,TestBaseGenerator.new UnaryProcedure() {...},0,33,0,2,0,7,0,3,0,2
"commons-functor (Jan 19, 2019 5:07:31 PM)/commons-functor/src/test/java",org.apache.commons.functor.generator,TestBaseGenerator.new UnaryProcedure() {...},0,15,0,0,0,4,0,2,0,2
